PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078425286-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078425286-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078420865-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078420865-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071779127-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071779127-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078297081-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078297081-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078571642-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078571642-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073880741-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073880741-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073400961-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073400961-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071726987-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071726987-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078328480-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078328480-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078403382-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078403382-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078322467-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078322467-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078250700-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078250700-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078498523-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078498523-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281072098604-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281072098604-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071892601-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071892601-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073907783-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073907783-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078428421-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078428421-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078276788-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078276788-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071758949-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071758949-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071803604-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071803604-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071761364-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071761364-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281072138186-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281072138186-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078221420-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078221420-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071869126-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071869126-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078440186-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078440186-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796071104925-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868796071104925-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078381224-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078381224-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078427506-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078427506-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078416780-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078416780-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078279626-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078279626-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071782626-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071782626-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078445060-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078445060-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078373460-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078373460-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071825946-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071825946-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071512643-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071512643-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078455580-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078455580-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075273044-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075273044-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071822703-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071822703-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075260165-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075260165-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078463469-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078463469-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075259282-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075259282-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078352944-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078352944-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071567209-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071567209-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078436184-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078436184-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073857608-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776073857608-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078242905-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078242905-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078272928-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078272928-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078359626-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078359626-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078449302-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078449302-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071848328- R$ 1.412,67","1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071848328- R$ 1.412,67"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078812547-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078812547-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071848989-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071848989-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281077683020-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281077683020-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071840184-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071840184-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071809809-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071809809-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071743644-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071743644-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071595663-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071595663-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071878527-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071878527-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074177100-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074177100-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078371225-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078371225-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078465605-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078465605-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074358007-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074358007-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868527074558423-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868527074558423-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071877384-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071877384-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071766983-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071766983-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776070106900-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776070106900-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078387908-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078387908-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071570047-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071570047-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071854789-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071854789-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078305041-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078305041-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078452306-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078452306-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078343547-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078343547-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075251404-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075251404-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071827686-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071827686-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071770845-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071770845-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071833668-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071833668-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078261301-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078261301-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071473986-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071473986-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071568744-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071568744-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078452884-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078452884-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071798085-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071798085-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078529228-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078529228-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071788128-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776071788128-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078462768-,"1.412,67",1412.67,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078462768-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078840266-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078840266-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078786709-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078786709-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868527071457322-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868527071457322-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075270768-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776075270768-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074084868-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074084868-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074080668-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074080668-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074353966-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074353966-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341074386382-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341074386382-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074164462-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074164462-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868527071621448-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:868527071621448-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074194584-,"1.187,99",1187.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869244074194584-"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070098977-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070098977-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070122751-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070122751-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070076973-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070076973-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070111614-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070111614-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070121258-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070121258-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070122918-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070122918-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070122835-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070122835-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070077559-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070077559-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070122355-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070122355-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070118155-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070118155-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070115433-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070115433-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070122959-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070122959-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070114733-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070114733-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070123239-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070123239-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070111119-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070111119-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070122876-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070122876-NOVO -"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C 61 //IMEI:869396070078094-NOVO -,"1.143,99",1143.99,"1,00 un SMARTPHONE REALME C 61 //IMEI:869396070078094-NOVO -"
