PDF,Quantidade,Descrição Completa,Linha Original
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE REALME C51,128GB,IMEI: 866351060276755","4,00 un SMARTPHONE REALME C51,128GB,IMEI: 866351060276755"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE REALME C51,128GB CHINA,IMEI: 866351060276615","1,00 un SMARTPHONE REALME C51,128GB CHINA,IMEI: 866351060276615/// R$ 1.969,28"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13,128GB CHINA,SN:","1,00 un SMARTPHONE XIAOMI REDMI NOTE 13,128GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE MOTOROLA MOTO E 22I, 32GB,IMEI:","4,00 un SMARTPHONE MOTOROLA MOTO E 22I, 32GB,IMEI: R$ 2.560,08"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE MOTOROLA MOTO E 22I,32GB CHINA,IMEI:","1,00 un SMARTPHONE MOTOROLA MOTO E 22I,32GB CHINA,IMEI:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB CHINA, SN NA","1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G, 256GB CHINA, SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,80,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NA PLANILHA DO","80,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,50,"SMARTPHONE XIAOMI REDMI 13C,256GB CHINA, SN NA PLANILHA DO","50,00 un SMARTPHONE XIAOMI REDMI 13C,256GB CHINA, SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,72,"SMARTPHONE XIAOMI REDMI 13C, 256GB INDIA SN NA PLANILHA DO","72,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB INDIA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,25,"SMARTPHONE XIAOMI POCO C65,256GB CHINA ,SN NA PLANILHA DO","25,00 un SMARTPHONE XIAOMI POCO C65,256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA","20,00 un SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO","10,00 un SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,100,"SMARTPHONE REALME NOTE 50,64GB ORIGEM NAO IDENTIFICADA","100,00 un SMARTPHONE REALME NOTE 50,64GB ORIGEM NAO IDENTIFICADA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,100,"SMARTPHONE REALME NOTE 50, 128GB CHINA ,SN NA PLANILHA DO","100,00 un SMARTPHONE REALME NOTE 50, 128GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,85,"SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA SN NA PLANILHA DO","85,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 12C,128GB CHINA SN NA PLANILHA DO","3,00 un SMARTPHONE XIAOMI REDMI 12C,128GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,23,"SMARTPHONE XIAOMI REDMI 12C, 64GB CHINA SN NA PLANILHA DO","23,00 un SMARTPHONE XIAOMI REDMI 12C, 64GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI POCO C65,128GB CHINA SN NA PLANILHA DO","10,00 un SMARTPHONE XIAOMI POCO C65,128GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 13,256GB CHINA SN NA PLANILHA","3,00 un SMARTPHONE XIAOMI REDMI NOTE 13,256GB CHINA SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,78,"SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO","78,00 un SMARTPHONE XIAOMI REDMI 13C,128GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,60,"SMARTPHONE XIAOMI REDMI 12,256GB CHINA ,SN NA PLANILHA DO","60,00 un SMARTPHONE XIAOMI REDMI 12,256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA ,SN NA","2,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB CHINA ,SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,100,"SMARTPHONE XIAOMI POCO C 65,256GB CHINA ,SN NA PLANILHA DO","100,00 un SMARTPHONE XIAOMI POCO C 65,256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,50,"SMARTPHONE XIAOMI POCO M6 PRO, 256GB CHINA ,SN NA PLANILHA","50,00 un SMARTPHONE XIAOMI POCO M6 PRO, 256GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,105,"SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA ,SN NA","105,00 un SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA ,SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13 PRO ,256GB CHINA ,SN NA","1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO ,256GB CHINA ,SN NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,50,"SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA","50,00 un SMARTPHONE XIAOMI POCO M6 PRO, 512GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE APARENTA SER IPHONE 11 CHINA SEM CAIXA E,"1,00 un SMARTPHONE APPLE APARENTA SER IPHONE 11 CHINA SEM CAIXA E"
ADM 0800100_0734_2025 de 30_09_2025.PDF,93,"SMARTPHONE XIAOMI REDMI 12C,128GB CHINA,SN: NUMERO DE","93,00 un SMARTPHONE XIAOMI REDMI 12C,128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,159,"SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA,SN: NUMERO","159,00 un SMARTPHONE XIAOMI REDMI NOTE 12S,256GB CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE REALME 11 PRO MAIS , 512GB 5G CHINA,SN: NUMERO","2,00 un SMARTPHONE REALME 11 PRO MAIS , 512GB 5G CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,15,"SMARTPHONE XIAOMI POCO M5,128GB CHINA,SN: NUMERO DE SERIE","15,00 un SMARTPHONE XIAOMI POCO M5,128GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,38,"SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA,SN: NUMERO DE","38,00 un SMARTPHONE XIAOMI REDMI 13C, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO M4,128GB 5G CHINA,SN: NUMERO DE","2,00 un SMARTPHONE XIAOMI POCO M4,128GB 5G CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,"SMARTPHONE XIAOMI POCO M5S, 128GB CHINA,SN: NUMERO DE","6,00 un SMARTPHONE XIAOMI POCO M5S, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI POCO C40, 64GB CHINA,SN: NUMERO DE SERIE","10,00 un SMARTPHONE XIAOMI POCO C40, 64GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,39,"SMARTPHONE XIAOMI REDMI 10 2022, 128GB CHINA,SN: NUMERO DE","39,00 un SMARTPHONE XIAOMI REDMI 10 2022, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,93,"SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA,SN: NUMERO","93,00 un SMARTPHONE XIAOMI REDMI NOTE 12, 256GB CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,65,"SMARTPHONE XIAOMI REDMI NOTE 12,128GB CHINA,SN: NUMERO DE","65,00 un SMARTPHONE XIAOMI REDMI NOTE 12,128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB 5G CHINA,SN:","4,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB 5G CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB 5G CHINA,SN:","10,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 256GB 5G CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,48,"SMARTPHONE XIAOMI REDMI 12,128GB INDIA,SN: NUMERO DE SERIE","48,00 un SMARTPHONE XIAOMI REDMI 12,128GB INDIA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X5,128GB 5G CHINA,SN: NUMERO DE","1,00 un SMARTPHONE XIAOMI POCO X5,128GB 5G CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO X5, 256GB 5G INDIA,SN: NUMERO DE","1,00 un SMARTPHONE XIAOMI POCO X5, 256GB 5G INDIA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO ,256GB CHINA,SN:","3,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO ,256GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI POCO X5 PRO ,256GB 5G INDIA,SN: NUMERO","4,00 un SMARTPHONE XIAOMI POCO X5 PRO ,256GB 5G INDIA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB CHINA,SN: NUMERO","2,00 un SMARTPHONE XIAOMI REDMI NOTE 11S, 128GB CHINA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB CHINA,SN:","1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO, 128GB CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI XIAOMI 12 LITE ,256GB CHINA,SN: NUMERO DE","3,00 un SMARTPHONE XIAOMI XIAOMI 12 LITE ,256GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 11S,128GB 5G CHINA,SN:","2,00 un SMARTPHONE XIAOMI REDMI NOTE 11S,128GB 5G CHINA,SN:"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI 10A, 128GB CHINA,SN: NUMERO DE","5,00 un SMARTPHONE XIAOMI REDMI 10A, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE REALME C55, 256GB CHINA,SN: NUMERO DE SERIE NA","1,00 un SMARTPHONE REALME C55, 256GB CHINA,SN: NUMERO DE SERIE NA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI POCO M6 PRO, 128GB 5G INDIA,SN: NUMERO","2,00 un SMARTPHONE XIAOMI POCO M6 PRO, 128GB 5G INDIA,SN: NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 9A, 32GB CHINA,SN: NUMERO DE SERIE","1,00 un SMARTPHONE XIAOMI REDMI 9A, 32GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE CAT S42 CHINA,SN: NUMERO DE SERIE NA PLANILHA","2,00 un SMARTPHONE CAT S42 CHINA,SN: NUMERO DE SERIE NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE INFINIX NOTE 12, 128GB CHINA,SN: NUMERO DE SERIE","1,00 un SMARTPHONE INFINIX NOTE 12, 128GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN: NUMERO DE","2,00 un SMARTPHONE XIAOMI REDMI 12, 128GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI A2 MAIS, 64GB CHINA,SN: NUMERO DE","2,00 un SMARTPHONE XIAOMI REDMI A2 MAIS, 64GB CHINA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A2,32GB CHINA,SN: NUMERO DE SERIE","1,00 un SMARTPHONE XIAOMI REDMI A2,32GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI A2,64GB CHINA,SN: NUMERO DE SERIE","3,00 un SMARTPHONE XIAOMI REDMI A2,64GB CHINA,SN: NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,11,"SMARTPHONE XIAOMI REDMI 12C,128GB INDIA,SN: NUMERO DE","11,00 un SMARTPHONE XIAOMI REDMI 12C,128GB INDIA,SN: NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,91,"SMARTPHONE XIAOMI REDMI 13C,256GB CHINA SN NA PLANILHA DO","91,00 un SMARTPHONE XIAOMI REDMI 13C,256GB CHINA SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C65, 256GB CHINA ,SN NA PLANILHA DO","1,00 un SMARTPHONE XIAOMI POCO C65, 256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,22,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA ,SN NA PLANILHA DO","22,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI POCO X5, 256GB CHINA ,SN NA PLANILHA DO","7,00 un SMARTPHONE XIAOMI POCO X5, 256GB CHINA ,SN NA PLANILHA DO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,18,"SMARTPHONE XIAOMI REDMI 13 C, 256GB CHINA ,SN NA PLANILHA","18,00 un SMARTPHONE XIAOMI REDMI 13 C, 256GB CHINA ,SN NA PLANILHA"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 256GB, INDIA, NUMERO DE SERIE","1,00 un SMARTPHONE XIAOMI REDMI 12, 256GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI 13C, 256GB, INDIA, NUMERO DE SERIE","3,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,7,"SMARTPHONE XIAOMI REDMI 12, 128GB, INDIA, NUMERO DE SERIE","7,00 un SMARTPHONE XIAOMI REDMI 12, 128GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI 12C, 128GB, INDIA, NUMERO DE SERIE","10,00 un SMARTPHONE XIAOMI REDMI 12C, 128GB, INDIA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G 256GB CHINA,","2,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 5G 256GB CHINA,"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE","5,00 un SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,13,"SMARTPHONE XIAOMI REDMI NOTE 12 256GB CHINA, NUMERO DE","13,00 un SMARTPHONE XIAOMI REDMI NOTE 12 256GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI REDMI NOTE 12S 256GB CHINA, NUMERO DE","3,00 un SMARTPHONE XIAOMI REDMI NOTE 12S 256GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE","1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 128GB CHINA, NUMERO DE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO M5 128GB CHINA, NUMERO DE SERIE NO","1,00 un SMARTPHONE XIAOMI POCO M5 128GB CHINA, NUMERO DE SERIE NO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB CHINA, NUMERO","1,00 un SMARTPHONE XIAOMI REDMI NOTE 12 PRO 256GB CHINA, NUMERO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12, 128GB, CHINA, NUMERO DE SERIE","1,00 un SMARTPHONE XIAOMI REDMI 12, 128GB, CHINA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI 12 256GB CHINA, NUMERO DE SERIE","1,00 un SMARTPHONE XIAOMI REDMI 12 256GB CHINA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI POCO C65 256GB CHINA, NUMERO DE SERIE","1,00 un SMARTPHONE XIAOMI POCO C65 256GB CHINA, NUMERO DE SERIE"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE XIAOMI REDMI A3, 64GB CHINA, SN NO PROC.","5,00 un SMARTPHONE XIAOMI REDMI A3, 64GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,26,"SMARTPHONE XIAOMI REDMI A3, 128GB CHINA, SN NO PROC.","26,00 un SMARTPHONE XIAOMI REDMI A3, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE XIAOMI POCO X6 PRO 512GB CHINA, SN NO PROC.","3,00 un SMARTPHONE XIAOMI POCO X6 PRO 512GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,34,"SMARTPHONE REALME NOTE 50, 64GB CHINA, SN NO PROC.","34,00 un SMARTPHONE REALME NOTE 50, 64GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE REALME NOTE 50, 128GB CHINA, SN NO PROC.","20,00 un SMARTPHONE REALME NOTE 50, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI POCO C65, 128GB CHINA, SN NO PROC.","20,00 un SMARTPHONE XIAOMI POCO C65, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA, SN NO PROC.","20,00 un SMARTPHONE XIAOMI REDMI 13C, 256GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,10,"SMARTPHONE XIAOMI REDMI13C, 128GB CHINA, SN NO PROC.","10,00 un SMARTPHONE XIAOMI REDMI13C, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE REALME C 53, 128GB CHINA, SN NO PROC.","20,00 un SMARTPHONE REALME C 53, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,20,"SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, SN NO PROC.","20,00 un SMARTPHONE XIAOMI REDMI NOTE 12S, 256GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,12,"SMARTPHONE XIAOMI POCO C 65, 256GB CHINA, SN NO PROC.","12,00 un SMARTPHONE XIAOMI POCO C 65, 256GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,90,"SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, SN NO PROC.","90,00 un SMARTPHONE XIAOMI REDMI 12, 128GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,97,"SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NO PROC.","97,00 un SMARTPHONE XIAOMI REDMI 12, 256GB CHINA, SN NO PROC."
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984071111217,00 -","4,00 un SMARTPHONE CHINA, SN:862984071111217,00 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20 C, 128GB CHINA, SN:358776974660667,00 -","2,00 un SMARTPHONE SPARK 20 C, 128GB CHINA, SN:358776974660667,00 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE XIAOMI REDMI 13C 128GB CHINA,","4,00 un SMARTPHONE XIAOMI REDMI 13C 128GB CHINA,"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE REALME NOTE 50, 64GB CHINA,","4,00 un SMARTPHONE REALME NOTE 50, 64GB CHINA,"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974661681,00-","2,00 un SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974661681,00-"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974658828,00 -","2,00 un SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974658828,00 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984071156832,00 -","4,00 un SMARTPHONE CHINA, SN:862984071156832,00 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE REALME NOTE 50, 64 GB CHINA,","4,00 un SMARTPHONE REALME NOTE 50, 64 GB CHINA,"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE SPARK 20C , 128GB CHINA, SN:EMEI-","1,00 un SMARTPHONE SPARK 20C , 128GB CHINA, SN:EMEI-"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE CHINA,EMEI:862984071147559- 862984071111233-","5,00 un SMARTPHONE CHINA,EMEI:862984071147559- 862984071111233-"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE TECNO 20C, 128GB CHINA, EMEI:35877697466865-","2,00 un SMARTPHONE TECNO 20C, 128GB CHINA, EMEI:35877697466865-"
ADM 0800100_0734_2025 de 30_09_2025.PDF,5,"SMARTPHONE REALME NOTE 50, 64GB CHINA","5,00 un SMARTPHONE REALME NOTE 50, 64GB CHINA/// R$ 2.992,15"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE TECNO 20C, 128GB CHINA: EMEI:358776974705645","1,00 un SMARTPHONE TECNO 20C, 128GB CHINA: EMEI:358776974705645/// R$ 598,43"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,"SMARTPHONE SPARK 20 C, 128GB CHINA, SN:358776974660469,00 -","2,00 un SMARTPHONE SPARK 20 C, 128GB CHINA, SN:358776974660469,00 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984071147633,00 -","4,00 un SMARTPHONE CHINA, SN:862984071147633,00 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,"SMARTPHONE CHINA, SN:54299;64PN01638 -54299;64PP06072 -","6,00 un SMARTPHONE CHINA, SN:54299;64PN01638 -54299;64PP06072 -"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,"SMARTPHONE REALME NOTE 50, 64GB CHINA, IMEI:8629840","3,00 un SMARTPHONE REALME NOTE 50, 64GB CHINA, IMEI:8629840"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE TECNO 20C 128GB CHINA, IMEI:358776974710389","1,00 un SMARTPHONE TECNO 20C 128GB CHINA, IMEI:358776974710389/// R$ 598,43"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,"SMARTPHONE CHINA, SN:862984070936499,00/","4,00 un SMARTPHONE CHINA, SN:862984070936499,00/"
ADM 0800100_0734_2025 de 30_09_2025.PDF,1,"SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974661848,00","1,00 un SMARTPHONE SPARK 20C, 128GB CHINA, SN:358776974661848,00/// R$ 598,43"
ADM 0800100_0734_2025 de 30_09_2025.PDF,3,SMARTPHONE REALME REALME NOTE 50 64GB ORIGEM NAO,"3,00 un SMARTPHONE REALME REALME NOTE 50 64GB ORIGEM NAO"
ADM 0800100_0734_2025 de 30_09_2025.PDF,6,SMARTPHONE REALME REALME C55 256GB CHINA,"6,00 un SMARTPHONE REALME REALME C55 256GB CHINA/// R$ 12.029,76"
ADM 0800100_0734_2025 de 30_09_2025.PDF,8,SMARTPHONE XIAOMI REDMI NOTE 13 128GB CHINA,"8,00 un SMARTPHONE XIAOMI REDMI NOTE 13 128GB CHINA/// R$ 4.972,32"
ADM 0800100_0734_2025 de 30_09_2025.PDF,4,SMARTPHONE XIAOMI REDMI NOTE 13 256GB CHINA,"4,00 un SMARTPHONE XIAOMI REDMI NOTE 13 256GB CHINA/// R$ 4.250,52"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,SMARTPHONE XIAOMI REDMI A2 MAIS 64GB CHINA,"2,00 un SMARTPHONE XIAOMI REDMI A2 MAIS 64GB CHINA/// R$ 2.125,26"
ADM 0800100_0734_2025 de 30_09_2025.PDF,67,SMARTPHONE XIAOMI REDMI 13C 256GB CHINA,"67,00 un SMARTPHONE XIAOMI REDMI 13C 256GB CHINA/// R$ 71.196,21"
ADM 0800100_0734_2025 de 30_09_2025.PDF,2,SMARTPHONE XIAOMI REDMI 12 256GB CHINA,"2,00 un SMARTPHONE XIAOMI REDMI 12 256GB CHINA/// R$ 2.125,26"
