pdf,quantidade,descricao,valor_unitario,valor_total
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070198907-NOVO -,1249.0,1249.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070160667-NOVO -,1249.0,1249.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073458445-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071077007-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073815065-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073814563-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071077221-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073832706-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073408242-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071261528-NOVO -,1215.05,1215.05
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070058757-NOVO -,1038.35,1038.35
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267061343172-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060809975-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060877832-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060499553-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060912993-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060493218-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060807391-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060915699-NOVO -,1199.0,1199.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060979117-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060967591-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060981451-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061192491-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061194398-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061198530-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061184159-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902060596999-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061173475-NOVO -,1449.9,1449.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078682163-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071472364-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070977264-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078779381-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281076395246-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281076427908-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341076601580-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071407006-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071176049-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341077533329-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281075851884-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071411826-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071153865-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341077637161-,1799.99,1799.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078920989-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281070924801-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776072245102-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078613261-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281070926848-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078774923-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071291044-,1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:864580076435664- R$ 1.759,99",1759.99,1759.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G,2564.99,2564.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 5G //IMEI:864151070044942-,1918.99,1918.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354547-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520096664-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520292388-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356230762-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705521874085-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356213461-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354802-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356214683-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520115423-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356254820-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354703-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520333661-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354406-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705521844807-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356254788-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356254440-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705521845622-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356230747-NOVO -,889.11,889.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070889299-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070895270-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070316491-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070889513-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070925713-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070302855-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070925374-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070317234-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070317010-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070443436-NOVO -,1099.0,1099.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070045153-,2409.12,2409.12
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070024091-,2409.12,2409.12
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585077756528-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078683481-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074593700-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078505163-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585075201725-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074590425-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078507722-NOVO -,1340.46,1340.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074340169-NOVO -,1424.72,1424.72
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074419062-NOVO -,1424.72,1424.72
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:861798073542844-NOVO -,1158.24,1158.24
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:865390070222574-NOVO -,977.49,977.49
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585072604343-NOVO -,1424.72,1424.72
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071752020-NOVO -,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071954840-NOVO -,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071947166-NOVO -,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073848180-NOVO -,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12 //IMEI:863138079089086-NOVO -,1274.99,1274.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //IMEI:863720079959762-,1979.9,1979.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070130736-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070087977-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070099592-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070078737-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070137913-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070134753-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070078851-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070137533-NOVO -,1609.74,1609.74
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070025551-,2409.12,2409.12
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070047498-,2409.12,2409.12
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070069614-,2640.0,2640.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,"SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070021797-NS: R$ 2.640,00",2640.0,2640.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070060316-,2640.0,2640.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070029899-,2640.0,2640.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A38 //IMEI:865761061169059-NOVO -,605.79,605.79
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A38 //IMEI:865761061168192-NOVO -,605.79,605.79
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20C //IMEI:358776978630682-NOVO -,721.0,721.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557496707-NOVO -,721.0,721.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557511224-NOVO -,1035.5,1035.5
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557512826-NOVO -,1035.5,1035.5
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557752000-NOVO -,1035.5,1035.5
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557493985-NOVO -,1035.5,1035.5
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557507289-NOVO -,1035.5,1035.5
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557508428-NOVO -,1035.5,1035.5
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX HOT40 PRO //IMEI:350243933619985-NOVO -,1600.72,1600.72
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:862070075131284-NOVO,1795.0,1795.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433064459525-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433067678469-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433069504085-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433066941942-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433062741684-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:862070075199828-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433069603689-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433066939425-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433064870564-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433067670045-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433065064183-,2499.9,2499.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624072214861-NOVO -,1103.08,1103.08
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624077606723-NOVO -,1103.08,1103.08
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624072203302-NOVO -,1103.08,1103.08
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624077610386-NOVO -,1103.08,1103.08
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624072226360-NOVO -,1103.08,1103.08
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071421954-NOVO -,1038.35,1038.35
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071421897-NOVO -,1038.35,1038.35
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070145935-NOVO -,1038.35,1038.35
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071421871-NOVO -,1038.35,1038.35
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071412839-NOVO -,1038.35,1038.35
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070205150-NOVO -,1157.1,1157.1
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070201399-NOVO -,1157.1,1157.1
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070205374-NOVO -,1157.1,1157.1
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070379179-NOVO -,1157.1,1157.1
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071381638-NOVO -,1299.99,1299.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070398094-NOVO -,1299.9,1299.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070399712-NOVO -,1299.9,1299.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070400072-NOVO -,1299.9,1299.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070395892-NOVO -,1299.9,1299.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070385398-NOVO -,1299.9,1299.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C65 //IMEI:860044070571523-NOVO -,1520.46,1520.46
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 12S //IMEI:860330060767043-,1499.0,1499.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE HONOR MAGIC5 LITE 5G //IMEI:867636075295959-,2845.91,2845.91
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE HONOR MAGIC5 LITE 5G //IMEI:867636075295637-,2845.91,2845.91
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE HONOR MAGIC6 LITE 5G //IMEI:869061071576922-,2998.0,2998.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426965224BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426914409BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AC083304682BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376218434BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426977222BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426979855BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426994203BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE MOTOROLA MOTO G14 //CB:AC083504689BR-,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426960672BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK382215817BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC141711113BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE MOTOROLA MOTO G14 //CB:AK270468507BR-,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE MOTOROLA MOTO G14 //CB:AK270468507BR-,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE MOTOROLA MOTO G14 //CB:AK270468507BR-,899.0,899.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083508283BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426948685BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083436051BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK427010719BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426978846BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426914125BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426914307BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 5G //CB:AK426928062BR-,2022.99,2022.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426978695BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426980703BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083507977BR-,1186.83,1186.83
