PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957070233948-NOVO -,"989,99",R$ 989.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957070233948-NOVO - 21867/2024 (4GB - 128GB)///R$ 989,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957072390068-NOVO -,"989,99",R$ 989.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957072390068-NOVO - 21867/2024 (4GB - 128GB)///R$ 989,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078215442-NOVO -,"989,99",R$ 989.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078215442-NOVO - 21867/2024 (4GB - 128GB)///R$ 989,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957072392783-NOVO -,"989,99",R$ 989.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957072392783-NOVO - 21867/2024 (4GB - 128GB) - NAO LACRADO///R$ 989,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572073261548-NOVO -,"989,99",R$ 989.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572073261548-NOVO - 21867/2024 (4GB - 128GB)///R$ 989,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074550006-NOVO -,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074550006-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074548083-NOVO,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074548083-NOVO R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957079328285-NOVO -,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957079328285-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957079193689-NOVO -,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957079193689-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957079624469-NOVO -,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957079624469-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074551400-NOVO -,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074551400-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074551467-NOVO -,"1.199,99",R$ 1199.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:866572074551467-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.199,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070167209-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070167209-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850072112088-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850072112088-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850072112385-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850072112385-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:865642079143585-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:865642079143585-NOVO - 21867/2024 (6GB - 128GB) - NAO LACRADO///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070172860-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070172860-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070234728-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070234728-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070188221-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070188221-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070233423-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070233423-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070198907-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070198907-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070160667-NOVO -,"1.249,00",R$ 1249.00,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:868850070160667-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.249,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073458445-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073458445-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071077007-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071077007-NOVO - 21867/2024 (8GB - 256GB) - NAO LACRADO///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073815065-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073815065-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073814563-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073814563-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071077221-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071077221-NOVO - 21867/2024 (8GB - 256GB) - NAO LACRADO///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073832706-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073832706-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073408242-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867070073408242-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071261528-NOVO -,"1.215,05",R$ 1215.05,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:869031071261528-NOVO - 21867/2024 (8GB - 256GB) - NAO LACRADO///R$ 1.215,05"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070058757-NOVO -,"1.038,35",R$ 1038.35,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070058757-NOVO - 21867/2024 (4GB - 128GB)///R$ 1.038,35"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267061343172-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267061343172-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060809975-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060809975-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060877832-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060877832-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060499553-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060499553-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060912993-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060912993-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060493218-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060493218-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060807391-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060807391-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060915699-NOVO -,"1.199,00",R$ 1199.00,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060915699-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.199,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060979117-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060979117-NOVO - 21867/2024 (8GB - 128GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060967591-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060967591-NOVO - 21867/2024 (8GB - 128GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:866267060981451-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:866267060981451-NOVO - 21867/2024 (8GB - 128GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061192491-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:863902061192491-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061194398-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:863902061194398-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061198530-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:863902061198530-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061184159-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:863902061184159-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902060596999-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:863902060596999-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 //IMEI:863902061173475-NOVO -,"1.449,90",R$ 1449.90,"1,00 un SMARTPHONE REALME C67 //IMEI:863902061173475-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.449,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078682163-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078682163- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071472364-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071472364- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070977264-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452070977264- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078779381-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862124078779381- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281076395246-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281076395246- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281076427908-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281076427908- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341076601580-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341076601580- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071407006-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071407006- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071176049-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071176049- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341077533329-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341077533329- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281075851884-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281075851884- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071411826-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071411826- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071153865-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:867452071153865- NOVO -21867/2024 (6GB - 128GB)///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341077637161-,"1.799,99",R$ 1799.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:869341077637161- NOVO -21867/2024 (6GB - 128GB) - NAO LACRADO///R$ 1.799,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078920989-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078920989- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281070924801-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281070924801- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776072245102-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776072245102- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078613261-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078613261- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281070926848-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281070926848- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078774923-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:865776078774923- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071291044-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:862281071291044- NOVO -21867/2024 (8GB - 256GB)///R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:864580076435664-,"1.759,99",R$ 1759.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 //IMEI:864580076435664- R$ 1.759,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G,"2.564,99",R$ 2564.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G (8GB - 256GB)///R$ 2.564,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 5G //IMEI:864151070044942-,"1.918,99",R$ 1918.99,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 5G //IMEI:864151070044942- NOVO -21867/2024 (8GB - 256GB)///R$ 1.918,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354547-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356354547-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520096664-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705520096664-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520292388-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705520292388-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356230762-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356230762-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705521874085-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705521874085-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356213461-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356213461-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354802-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356354802-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356214683-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356214683-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520115423-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705520115423-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356254820-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356254820-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354703-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356354703-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705520333661-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705520333661-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356354406-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356354406-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705521844807-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705521844807-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356254788-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356254788-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356254440-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356254440-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:356705521845622-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:356705521845622-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX SMART 8 //IMEI:358801356230747-NOVO -,"889,11",R$ 889.11,"1,00 un SMARTPHONE INFINIX SMART 8 //IMEI:358801356230747-NOVO - 21867/2024 (8GB - 128GB)///R$ 889,11"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070889299-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070889299-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
